Education;JoiningYear;City;PaymentTier (1: HIGHEST 2: MID LEVEL 3:LOWEST);Salary;Age;Gender;ExperienceInCurrentField;LeaveOrNot
Bachelors;2014;Bangalore;1;851;28;Female;2;0
Masters;2017;New Delhi;2;708;29;Female;2;0
Masters;2013;New Delhi;3;579;26;Male;4;1
Bachelors;2017;New Delhi;2;789;28;Female;1;0
Bachelors;2016;Bangalore;3;503;30;Female;1;0
PHD;2015;Pune;3;312;27;Male;5;0
Bachelors;2016;Bangalore;3;549;29;Male;2;0
Bachelors;2014;Pune;2;708;28;Female;2;1
Bachelors;2016;Bangalore;3;434;26;Male;4;0
Masters;2017;New Delhi;2;602;30;Female;2;0
PHD;2013;New Delhi;3;552;30;Female;2;0
Bachelors;2015;Bangalore;3;395;29;Male;2;0
Bachelors;2017;Bangalore;3;375;28;Male;2;0
Bachelors;2015;Bangalore;3;397;29;Male;2;1
Bachelors;2015;Pune;1;735;26;Female;4;1
Bachelors;2013;Bangalore;3;577;28;Male;1;0
Bachelors;2015;Pune;2;748;29;Female;2;1
Bachelors;2013;Bangalore;3;347;26;Male;4;0
Masters;2014;Pune;3;407;30;Male;2;0
Masters;2017;Pune;2;627;30;Male;2;0
Bachelors;2017;Pune;3;489;27;Male;5;0
Bachelors;2014;New Delhi;3;336;28;Female;2;0
Bachelors;2014;New Delhi;3;329;27;Female;5;0
Bachelors;2015;Pune;2;705;29;Female;1;1
Bachelors;2013;Pune;3;365;26;Male;4;0
Bachelors;2014;New Delhi;3;328;30;Male;1;0
Bachelors;2013;Pune;2;785;26;Male;4;0
Bachelors;2016;Bangalore;3;368;26;Male;4;0
Masters;2017;New Delhi;2;604;28;Female;2;0
Masters;2017;New Delhi;2;611;27;Male;5;1
Bachelors;2017;Pune;2;730;29;Female;1;1
Masters;2017;New Delhi;2;778;28;Female;1;1
Bachelors;2017;New Delhi;2;777;26;Male;4;0
Bachelors;2014;Bangalore;3;538;29;Female;1;1
Bachelors;2012;Bangalore;3;496;28;Male;1;0
Bachelors;2016;Bangalore;3;574;27;Male;5;0
Bachelors;2012;Bangalore;3;414;28;Female;1;0
Masters;2015;Pune;2;595;30;Female;2;1
Masters;2017;New Delhi;2;586;28;Male;2;0
Masters;2015;Pune;2;752;29;Female;1;0
Masters;2015;Bangalore;3;324;26;Male;4;1
Bachelors;2013;Bangalore;3;397;26;Male;4;0
Bachelors;2017;Bangalore;3;309;29;Female;1;0
Bachelors;2017;Bangalore;3;391;27;Male;5;0
Bachelors;2014;New Delhi;3;378;29;Female;2;0
Bachelors;2017;New Delhi;3;553;27;Female;5;0
Masters;2017;Pune;2;731;28;Female;2;0
Masters;2013;New Delhi;3;596;27;Female;5;1
Masters;2017;New Delhi;3;526;27;Male;5;1
Bachelors;2013;Bangalore;3;472;30;Male;2;0
Bachelors;2015;Pune;2;722;27;Female;5;1
Bachelors;2014;Bangalore;3;434;26;Male;4;0
Bachelors;2015;Bangalore;2;674;27;Female;5;1
Bachelors;2015;Bangalore;3;356;30;Male;2;1
Masters;2017;Bangalore;2;631;27;Male;5;0
Bachelors;2017;Bangalore;3;304;30;Male;2;1
Bachelors;2016;Pune;2;651;30;Female;2;1
Masters;2016;Pune;1;858;27;Female;5;0
Bachelors;2012;Bangalore;3;373;26;Male;4;0
Bachelors;2014;Bangalore;3;391;27;Male;5;0
Bachelors;2015;Pune;3;582;29;Female;2;1
Bachelors;2013;New Delhi;3;569;26;Male;4;0
Bachelors;2015;Pune;2;559;29;Female;2;1
Bachelors;2013;Pune;3;553;28;Male;2;0
Bachelors;2013;Pune;2;710;27;Male;5;1
Masters;2014;New Delhi;3;535;28;Male;1;1
Bachelors;2016;New Delhi;3;467;27;Female;5;1
Bachelors;2016;New Delhi;3;490;29;Female;2;0
Masters;2018;New Delhi;1;820;26;Female;4;1
Bachelors;2015;Bangalore;3;510;27;Female;5;0
Bachelors;2013;Pune;2;521;27;Female;5;1
Bachelors;2014;New Delhi;3;490;28;Female;2;0
Bachelors;2014;Bangalore;3;346;27;Male;5;0
Bachelors;2016;Bangalore;3;352;29;Female;1;0
Bachelors;2012;Bangalore;3;353;29;Female;1;0
Bachelors;2018;Bangalore;3;462;29;Male;2;1
Bachelors;2012;Pune;3;344;30;Male;1;0
Bachelors;2013;Bangalore;3;323;30;Male;1;1
Bachelors;2014;Bangalore;3;406;27;Male;5;0
Bachelors;2015;New Delhi;3;446;29;Female;1;0
Bachelors;2014;Bangalore;3;368;30;Female;1;0
Bachelors;2014;Pune;1;894;28;Male;2;0
Bachelors;2015;Pune;3;532;27;Female;5;0
Bachelors;2016;Bangalore;3;403;30;Male;1;1
Bachelors;2016;Pune;3;342;26;Female;4;1
Bachelors;2018;New Delhi;3;547;27;Female;5;1
Bachelors;2015;Bangalore;3;459;26;Male;4;0
Masters;2017;New Delhi;2;766;27;Male;5;1
Bachelors;2015;Bangalore;3;458;26;Male;4;0
Bachelors;2017;Pune;3;585;26;Female;4;1
Bachelors;2012;Pune;1;704;27;Male;5;0
Bachelors;2016;Bangalore;3;308;26;Male;4;0
PHD;2017;Bangalore;3;528;28;Female;1;0
Bachelors;2015;Pune;3;595;29;Female;1;1
Masters;2014;New Delhi;3;526;30;Male;2;0
Bachelors;2013;Pune;3;321;26;Male;4;0
Bachelors;2012;Bangalore;3;377;27;Male;5;0
Bachelors;2015;Pune;3;571;28;Male;1;0
Bachelors;2013;Bangalore;3;504;26;Male;4;0
Bachelors;2013;New Delhi;3;450;26;Male;4;0
Masters;2012;New Delhi;3;577;30;Male;2;0
PHD;2013;New Delhi;3;556;27;Male;5;0
Bachelors;2012;Bangalore;3;317;27;Male;5;0
Bachelors;2018;Bangalore;3;400;30;Male;1;1
Bachelors;2012;Bangalore;3;551;26;Female;4;0
Masters;2017;New Delhi;3;578;29;Female;2;0
Bachelors;2014;Bangalore;3;338;29;Male;2;0
Bachelors;2017;New Delhi;3;580;28;Male;1;0
Bachelors;2015;Pune;2;718;26;Female;4;1
Bachelors;2018;Bangalore;3;323;27;Female;5;1
Bachelors;2014;Bangalore;1;726;28;Male;1;0
Bachelors;2016;Bangalore;3;399;28;Male;1;0
Bachelors;2014;Pune;3;437;26;Male;4;0
Bachelors;2012;Pune;3;337;26;Male;4;0
Bachelors;2015;Bangalore;3;445;28;Male;2;0
Bachelors;2014;Bangalore;3;320;28;Male;1;0
Bachelors;2016;Bangalore;3;404;27;Male;5;0
PHD;2012;New Delhi;1;884;29;Female;2;0
Bachelors;2013;Bangalore;3;444;30;Female;2;1
Bachelors;2016;Bangalore;3;539;26;Male;4;0
Bachelors;2014;Pune;3;383;28;Male;1;0
Masters;2013;New Delhi;2;554;26;Male;4;1
Bachelors;2017;Bangalore;3;541;27;Male;5;0
Bachelors;2013;Pune;3;400;27;Female;5;0
PHD;2015;New Delhi;3;413;28;Male;2;0
Masters;2017;Pune;2;629;28;Male;2;0
Bachelors;2014;Pune;3;397;28;Male;4;0
Bachelors;2016;Bangalore;3;364;29;Female;1;1
Bachelors;2017;Bangalore;3;480;26;Female;4;1
Bachelors;2015;Bangalore;3;477;30;Male;0;0
Masters;2012;New Delhi;3;440;30;Male;2;0
Bachelors;2012;Bangalore;1;753;30;Female;0;0
Bachelors;2014;New Delhi;3;497;27;Female;5;0
Bachelors;2017;New Delhi;2;699;28;Female;0;0
Bachelors;2012;Pune;3;315;26;Male;4;0
Bachelors;2015;Pune;3;566;29;Female;3;1
Masters;2017;Pune;2;645;30;Male;0;1
Bachelors;2013;New Delhi;3;381;26;Male;4;0
Masters;2014;Pune;3;488;30;Male;0;1
Bachelors;2013;Pune;3;590;29;Male;2;0
Bachelors;2017;Bangalore;3;317;28;Male;3;0
Masters;2018;New Delhi;3;474;27;Male;5;1
Masters;2017;New Delhi;2;650;26;Female;4;1
Bachelors;2012;Bangalore;3;403;30;Female;0;1
Bachelors;2012;Bangalore;3;544;29;Female;4;0
Bachelors;2014;Bangalore;3;403;29;Male;1;0
Bachelors;2016;Bangalore;3;312;27;Male;5;0
Bachelors;2015;Bangalore;3;524;28;Male;4;0
Bachelors;2014;Bangalore;3;376;26;Male;4;0
Bachelors;2016;Pune;3;482;29;Male;5;0
Bachelors;2014;Bangalore;3;405;29;Male;0;0
Masters;2013;Bangalore;3;380;30;Male;5;1
Bachelors;2017;New Delhi;3;402;30;Female;3;0
Bachelors;2014;Bangalore;3;346;27;Male;5;0
PHD;2015;Pune;2;606;30;Female;4;0
Masters;2014;Bangalore;3;355;30;Male;4;1
Masters;2017;New Delhi;2;579;27;Male;5;1
Bachelors;2013;Pune;3;499;30;Male;0;0
Masters;2017;Pune;2;781;30;Male;0;0
Masters;2017;New Delhi;2;768;29;Female;2;0
Masters;2017;New Delhi;2;707;29;Male;2;0
Bachelors;2014;Bangalore;1;771;27;Male;5;1
Bachelors;2012;Bangalore;3;363;27;Female;5;0
Bachelors;2017;Bangalore;3;312;27;Male;5;0
Masters;2018;New Delhi;3;409;30;Female;4;1
Bachelors;2015;Bangalore;3;434;29;Female;1;0
Bachelors;2014;Pune;3;343;26;Female;4;1
Masters;2016;Pune;3;524;28;Male;2;0
Bachelors;2015;New Delhi;3;301;28;Female;4;0
Bachelors;2015;Bangalore;3;371;30;Male;0;0
Bachelors;2014;Bangalore;3;518;28;Female;3;0
Bachelors;2017;Bangalore;3;431;28;Male;4;0
Bachelors;2013;Bangalore;3;503;26;Male;4;0
Bachelors;2015;Bangalore;3;395;28;Female;0;0
Bachelors;2015;Pune;2;523;28;Female;2;1
Masters;2013;Pune;3;552;27;Female;5;1
Bachelors;2016;Bangalore;3;557;27;Male;5;1
Bachelors;2012;Pune;3;454;29;Male;1;0
Bachelors;2015;Pune;2;551;28;Female;0;1
Bachelors;2018;Pune;3;489;30;Male;3;1
Bachelors;2016;Bangalore;3;498;29;Male;5;0
Masters;2013;New Delhi;2;745;27;Female;5;1
Masters;2017;New Delhi;2;604;30;Male;2;0
Bachelors;2012;New Delhi;3;514;26;Male;4;0
Bachelors;2016;Bangalore;3;364;30;Male;2;1
Bachelors;2017;New Delhi;2;564;29;Male;3;1
Bachelors;2017;Pune;2;592;28;Male;3;0
Bachelors;2013;Bangalore;3;441;27;Male;5;0
Bachelors;2013;Bangalore;3;537;29;Male;4;0
Bachelors;2013;Bangalore;3;303;30;Male;5;0
Bachelors;2015;Bangalore;3;355;26;Male;4;0
Bachelors;2015;Pune;2;695;26;Female;4;1
Bachelors;2012;Bangalore;3;568;29;Male;2;1
Masters;2015;Bangalore;3;448;28;Male;0;1
Bachelors;2014;New Delhi;3;324;29;Female;2;0
Masters;2015;Pune;3;480;29;Female;4;0
Bachelors;2013;Bangalore;3;319;27;Male;5;0
Bachelors;2013;Pune;3;345;27;Female;5;1
Bachelors;2017;Bangalore;3;566;30;Male;1;1
Masters;2014;Pune;3;562;30;Male;2;0
Bachelors;2015;New Delhi;3;431;28;Female;4;0
Bachelors;2013;Bangalore;3;349;26;Female;4;0
Bachelors;2014;Bangalore;3;498;28;Male;5;0
Bachelors;2017;Bangalore;1;866;28;Female;0;1
Bachelors;2016;Bangalore;3;490;27;Male;5;0
Bachelors;2013;Bangalore;3;442;28;Male;5;0
Masters;2013;New Delhi;3;458;30;Male;2;1
Masters;2013;New Delhi;1;885;29;Female;2;1
Bachelors;2017;Bangalore;3;584;26;Male;4;0
Bachelors;2015;Pune;3;323;28;Male;3;0
Bachelors;2013;Bangalore;3;428;29;Male;2;0
Masters;2017;New Delhi;2;616;28;Female;2;0
Masters;2017;New Delhi;2;665;30;Female;2;0
PHD;2013;New Delhi;3;317;27;Female;5;0
Bachelors;2016;Pune;3;500;26;Male;4;0
Bachelors;2017;New Delhi;2;543;26;Female;4;0
Bachelors;2016;Bangalore;3;464;28;Female;1;1
Bachelors;2017;Pune;2;515;27;Female;5;1
Bachelors;2012;Bangalore;3;586;27;Female;5;0
Bachelors;2014;Bangalore;3;581;26;Male;4;1
Bachelors;2016;Bangalore;3;593;27;Male;5;0
Bachelors;2015;Bangalore;3;315;27;Female;5;0
Bachelors;2015;Pune;3;480;29;Male;1;0
Bachelors;2018;Bangalore;3;312;26;Male;4;1
Bachelors;2012;Bangalore;3;373;26;Female;4;0
Bachelors;2017;Bangalore;3;560;27;Male;5;0
Bachelors;2015;Pune;3;406;30;Female;0;1
Bachelors;2017;Bangalore;3;522;30;Male;3;0
PHD;2012;New Delhi;3;510;29;Male;5;0
Bachelors;2016;Pune;3;529;29;Male;5;0
Bachelors;2014;Bangalore;3;329;26;Female;4;0
PHD;2014;New Delhi;3;322;28;Female;0;0
Bachelors;2018;Bangalore;3;534;28;Male;1;1
Bachelors;2013;New Delhi;3;529;27;Female;5;0
Bachelors;2013;Bangalore;3;475;28;Male;2;0
Bachelors;2018;Bangalore;3;394;29;Male;0;1
Bachelors;2016;Bangalore;3;397;29;Male;3;0
Bachelors;2018;Pune;3;435;30;Female;2;1
Bachelors;2013;Bangalore;3;374;26;Male;4;0
Bachelors;2014;Pune;3;363;29;Male;3;0
Bachelors;2013;Pune;3;362;30;Male;4;0
Masters;2015;New Delhi;3;512;29;Male;2;0
Bachelors;2018;Pune;3;366;27;Male;5;1
Bachelors;2016;Bangalore;3;493;28;Male;2;0
Bachelors;2015;Bangalore;3;520;29;Male;1;0
Bachelors;2016;Bangalore;3;448;30;Male;0;0
Bachelors;2016;Bangalore;3;558;28;Female;1;0
Bachelors;2017;New Delhi;3;584;26;Female;4;0
Bachelors;2014;Pune;2;615;29;Female;1;1
PHD;2013;New Delhi;3;472;30;Female;2;0
Bachelors;2016;Bangalore;3;383;28;Male;3;0
Bachelors;2015;Bangalore;3;385;28;Male;1;0
Bachelors;2016;Pune;3;371;28;Male;5;0
Bachelors;2017;Pune;2;584;28;Female;1;1
Bachelors;2015;Bangalore;3;412;30;Male;4;0
Masters;2012;New Delhi;3;397;27;Male;5;0
Masters;2017;New Delhi;3;397;29;Female;2;0
Bachelors;2018;New Delhi;3;599;29;Female;2;1
Bachelors;2018;Bangalore;3;424;29;Male;0;1
Bachelors;2012;Bangalore;3;387;28;Female;0;0
Bachelors;2015;Pune;2;604;28;Female;0;1
Masters;2017;New Delhi;2;517;27;Female;5;1
Bachelors;2018;Pune;3;403;28;Female;5;1
Bachelors;2016;Pune;3;544;28;Male;1;0
Bachelors;2014;Bangalore;1;808;26;Male;4;1
Bachelors;2014;New Delhi;2;675;29;Female;3;1
Masters;2014;Pune;3;575;26;Male;4;1
Bachelors;2017;Pune;3;401;27;Male;5;0
Bachelors;2013;Pune;3;540;30;Male;4;1
Bachelors;2015;Bangalore;3;544;30;Male;3;0
Bachelors;2012;Bangalore;3;370;29;Male;2;1
Bachelors;2014;Pune;3;380;26;Male;4;0
Bachelors;2013;Bangalore;3;456;26;Female;4;0
Masters;2017;New Delhi;2;765;30;Female;2;1
Bachelors;2012;Pune;3;530;29;Male;0;0
Bachelors;2015;Pune;1;881;30;Female;0;1
Bachelors;2017;Bangalore;3;385;28;Male;3;0
Bachelors;2013;Bangalore;3;414;28;Male;5;0
Bachelors;2017;Pune;2;665;30;Female;4;1
Bachelors;2017;Pune;2;533;28;Male;5;0
Bachelors;2014;New Delhi;3;491;27;Female;5;1
Bachelors;2012;Bangalore;3;581;28;Female;2;0
Bachelors;2013;Bangalore;3;446;29;Female;5;0
Bachelors;2012;Bangalore;3;369;27;Female;5;1
Bachelors;2017;Pune;2;684;28;Female;3;1
Bachelors;2015;Bangalore;1;818;29;Male;4;0
Bachelors;2013;Bangalore;2;642;30;Male;0;1
PHD;2018;Bangalore;3;301;28;Male;2;1
Bachelors;2015;Pune;3;433;28;Female;3;1
Bachelors;2015;Bangalore;3;518;27;Male;5;0
Bachelors;2015;Bangalore;3;316;30;Female;3;1
Bachelors;2012;Bangalore;3;484;29;Male;5;0
Bachelors;2012;Bangalore;3;394;27;Female;5;0
Bachelors;2015;Bangalore;3;579;26;Female;4;0
Bachelors;2016;Pune;3;454;27;Male;5;0
Bachelors;2013;Bangalore;3;530;27;Female;5;0
Bachelors;2013;Pune;3;483;28;Male;0;0
Bachelors;2014;Pune;3;545;29;Male;1;0
Bachelors;2017;New Delhi;2;649;27;Male;5;0
Bachelors;2013;New Delhi;3;480;27;Female;5;0
Bachelors;2017;Pune;3;503;30;Male;5;0
Bachelors;2013;Pune;3;378;27;Male;5;0
Bachelors;2012;New Delhi;3;374;30;Female;3;0
Bachelors;2013;Pune;2;616;30;Male;1;1
PHD;2015;New Delhi;3;484;27;Female;5;0
Bachelors;2014;Pune;3;514;26;Male;4;0
Bachelors;2015;Pune;2;546;27;Female;5;1
Masters;2017;New Delhi;2;747;29;Male;1;0
Bachelors;2013;New Delhi;3;325;28;Female;3;0
Masters;2012;Pune;3;428;29;Male;4;1
Bachelors;2014;New Delhi;3;378;28;Female;3;0
Bachelors;2018;Bangalore;3;351;27;Male;5;1
Bachelors;2012;Bangalore;3;577;29;Male;1;0
Bachelors;2017;Pune;2;599;26;Male;4;0
Bachelors;2014;Bangalore;3;418;30;Male;2;1
Bachelors;2014;New Delhi;3;496;29;Male;4;0
Bachelors;2015;Pune;2;635;26;Female;4;1
Bachelors;2014;Bangalore;3;344;27;Female;5;0
Masters;2013;New Delhi;2;578;26;Male;4;1
Bachelors;2013;New Delhi;3;305;29;Female;2;0
Bachelors;2016;Bangalore;2;610;30;Female;4;1
Bachelors;2017;New Delhi;3;347;29;Female;0;0
Bachelors;2018;Bangalore;3;447;28;Male;3;1
Bachelors;2014;Bangalore;3;418;29;Male;4;0
Masters;2017;New Delhi;2;777;30;Female;2;0
Bachelors;2018;Bangalore;3;583;29;Male;2;1
Bachelors;2017;New Delhi;2;782;28;Female;1;0
Bachelors;2013;Bangalore;2;690;27;Female;5;1
Bachelors;2015;Bangalore;3;523;30;Male;4;0
Bachelors;2012;Bangalore;3;343;26;Male;4;0
Bachelors;2016;Bangalore;3;440;26;Male;4;0
Masters;2017;Bangalore;2;794;30;Male;3;0
Masters;2017;New Delhi;2;719;29;Male;4;0
Bachelors;2014;Bangalore;3;585;28;Male;3;0
Masters;2017;New Delhi;3;324;27;Male;5;1
Bachelors;2014;Bangalore;3;471;27;Male;5;0
Bachelors;2017;New Delhi;3;363;27;Male;5;0
Bachelors;2016;Pune;3;574;30;Male;0;0
Bachelors;2015;Bangalore;3;503;29;Female;0;0
Bachelors;2015;Pune;2;782;27;Female;5;1
Bachelors;2013;Bangalore;3;359;26;Female;4;0
Bachelors;2015;New Delhi;3;419;29;Male;1;0
Bachelors;2017;Bangalore;3;418;30;Male;4;0
PHD;2017;New Delhi;3;518;27;Male;5;0
PHD;2013;Bangalore;3;425;27;Male;5;0
Bachelors;2018;Bangalore;3;305;28;Male;1;1
Bachelors;2013;Bangalore;3;570;29;Male;1;0
Masters;2017;Pune;2;650;29;Female;2;1
Bachelors;2015;Pune;3;549;27;Male;5;0
Bachelors;2012;Bangalore;3;407;27;Female;5;0
Masters;2018;Pune;3;505;26;Male;4;1
Bachelors;2012;New Delhi;1;865;27;Female;5;1
Masters;2017;Pune;2;711;27;Male;5;1
Bachelors;2015;Pune;1;867;28;Female;0;1
Bachelors;2014;Bangalore;3;393;29;Male;4;1
Bachelors;2017;New Delhi;3;537;29;Female;3;0
PHD;2015;Pune;2;601;26;Female;4;0
Bachelors;2017;Bangalore;3;565;30;Female;5;0
Bachelors;2016;Pune;3;386;26;Male;4;0
Masters;2013;Pune;3;353;26;Male;4;1
Bachelors;2012;Pune;2;737;29;Female;2;1
Bachelors;2018;Bangalore;3;468;30;Male;2;1
Bachelors;2016;Bangalore;3;551;27;Male;5;0
Bachelors;2015;Bangalore;3;420;26;Male;4;0
Bachelors;2018;Bangalore;2;618;28;Female;3;1
Bachelors;2012;Bangalore;3;339;28;Male;0;1
Bachelors;2014;Bangalore;3;327;27;Male;5;0
Bachelors;2012;Bangalore;3;313;28;Female;0;0
Masters;2014;New Delhi;3;410;28;Male;2;0
Bachelors;2012;Bangalore;3;354;26;Female;4;0
Bachelors;2015;Pune;3;598;27;Male;5;0
Bachelors;2016;Bangalore;3;481;28;Male;2;0
Bachelors;2018;Pune;3;566;29;Male;3;1
Bachelors;2014;New Delhi;3;325;29;Male;4;0
Bachelors;2015;Bangalore;3;356;29;Male;1;0
Masters;2018;Bangalore;3;483;27;Male;5;1
Bachelors;2014;Bangalore;3;363;28;Male;5;0
Masters;2017;Pune;2;621;27;Male;5;0
Bachelors;2017;Pune;2;652;27;Male;5;0
Bachelors;2014;Bangalore;3;473;28;Male;4;0
Bachelors;2017;New Delhi;2;795;26;Male;4;0
Bachelors;2017;Pune;3;317;29;Female;0;1
Bachelors;2012;Bangalore;3;331;26;Female;4;0
Bachelors;2017;New Delhi;2;509;26;Female;4;0
Bachelors;2017;Pune;2;512;26;Female;4;1
Bachelors;2014;Bangalore;3;560;30;Male;1;0
Bachelors;2018;Bangalore;3;523;29;Male;2;1
Masters;2013;Bangalore;3;438;30;Male;2;1
Bachelors;2016;Bangalore;3;450;27;Female;5;0
Bachelors;2016;New Delhi;3;436;26;Female;4;0
Bachelors;2017;Bangalore;1;900;30;Male;1;0
Bachelors;2015;New Delhi;3;304;30;Female;1;0
Bachelors;2013;Pune;3;566;30;Male;0;0
Bachelors;2015;Pune;3;441;27;Male;5;0
Bachelors;2017;Pune;3;524;30;Female;1;1
PHD;2018;New Delhi;3;353;30;Male;2;1
Bachelors;2018;Bangalore;3;449;29;Male;1;1
Bachelors;2013;Bangalore;3;480;30;Male;0;0
Bachelors;2017;Bangalore;3;541;27;Male;5;1
Bachelors;2016;New Delhi;3;346;29;Female;2;0
Bachelors;2013;Pune;3;471;28;Male;5;0
Bachelors;2014;New Delhi;3;533;26;Male;4;0
Bachelors;2015;Pune;2;777;30;Female;1;1
Masters;2013;New Delhi;2;585;26;Male;4;1
Bachelors;2016;Bangalore;3;578;26;Male;4;0
Masters;2012;Pune;3;357;27;Male;5;1
Bachelors;2017;Bangalore;3;496;27;Female;5;0
Bachelors;2013;Bangalore;3;496;30;Male;1;0
Bachelors;2014;New Delhi;3;426;27;Male;5;0
Masters;2013;Bangalore;3;558;30;Male;1;1
Bachelors;2016;Bangalore;3;356;29;Male;2;1
Bachelors;2016;Bangalore;3;481;28;Male;3;0
Masters;2017;New Delhi;3;497;29;Female;2;0
Bachelors;2014;New Delhi;3;400;26;Male;4;0
Masters;2018;New Delhi;3;405;30;Male;2;1
Masters;2014;Pune;3;583;27;Female;5;1
Bachelors;2017;Pune;3;479;29;Male;0;0
Masters;2016;New Delhi;3;360;30;Male;2;0
Masters;2017;New Delhi;3;457;30;Male;3;1
Bachelors;2013;Pune;2;522;30;Female;1;1
Masters;2014;New Delhi;3;338;28;Female;3;0
Bachelors;2013;Pune;3;456;26;Male;4;0
Bachelors;2017;Bangalore;1;875;30;Male;2;0
Bachelors;2016;Bangalore;3;589;28;Male;3;0
Bachelors;2013;Pune;1;744;30;Female;1;1
Bachelors;2013;Bangalore;3;530;30;Female;5;0
Bachelors;2016;Bangalore;3;521;27;Male;5;0
Bachelors;2015;Pune;3;568;27;Male;5;0
Masters;2012;New Delhi;3;433;26;Female;4;0
Bachelors;2013;Pune;2;753;26;Male;4;0
Bachelors;2018;Bangalore;3;334;27;Male;5;1
PHD;2018;New Delhi;2;758;30;Female;4;1
Bachelors;2017;Bangalore;3;576;29;Male;3;0
Bachelors;2013;Bangalore;3;338;28;Male;1;0
Bachelors;2012;Bangalore;3;448;28;Male;2;0
Masters;2017;New Delhi;1;732;30;Male;2;0
Bachelors;2017;New Delhi;2;787;26;Female;4;0
Masters;2013;Bangalore;1;852;29;Female;2;1
Bachelors;2012;Pune;3;385;29;Male;5;0
Bachelors;2014;Bangalore;3;535;27;Male;5;0
Bachelors;2015;Bangalore;3;537;29;Male;4;0
Bachelors;2014;Bangalore;3;311;29;Male;3;1
Bachelors;2018;Bangalore;3;577;28;Male;0;1
Bachelors;2012;Bangalore;3;402;27;Male;5;1
Bachelors;2017;New Delhi;2;506;26;Male;4;0
Bachelors;2014;Pune;2;547;29;Female;1;1
Bachelors;2017;Bangalore;3;532;29;Male;4;0
Bachelors;2015;Pune;2;566;28;Female;3;1
Bachelors;2017;Bangalore;3;472;28;Male;5;0
Bachelors;2017;Bangalore;3;323;29;Male;0;0
Bachelors;2017;Bangalore;3;560;30;Male;2;0
Bachelors;2017;New Delhi;2;521;26;Female;4;0
Masters;2017;New Delhi;2;592;30;Female;2;0
Bachelors;2015;Pune;2;741;29;Female;4;1
Bachelors;2014;Pune;3;483;29;Female;1;1
Bachelors;2012;Bangalore;3;570;28;Male;2;0
Bachelors;2012;Bangalore;3;455;28;Female;4;0
Bachelors;2017;Bangalore;3;384;29;Female;5;0
Bachelors;2015;Bangalore;3;304;30;Male;3;0
Masters;2012;Pune;3;464;26;Male;4;1
Bachelors;2018;Bangalore;3;437;28;Male;5;1
Bachelors;2017;New Delhi;3;495;30;Male;5;0
Bachelors;2012;New Delhi;3;330;27;Female;5;0
Bachelors;2017;New Delhi;3;302;26;Female;4;0
Bachelors;2014;Bangalore;3;380;27;Male;5;0
Bachelors;2014;Bangalore;3;526;30;Male;0;0
Bachelors;2014;New Delhi;3;428;30;Female;2;0
Bachelors;2012;New Delhi;3;378;29;Female;5;0
Bachelors;2014;Pune;3;336;26;Male;4;0
Bachelors;2015;Bangalore;3;325;27;Male;5;0
Bachelors;2017;Pune;2;576;29;Female;4;1
Masters;2016;Pune;3;522;29;Male;4;1
Bachelors;2017;Bangalore;3;469;26;Male;4;0
Masters;2017;New Delhi;3;312;26;Female;4;0
Masters;2012;New Delhi;3;582;29;Male;2;0
Bachelors;2013;Bangalore;3;361;27;Male;5;0
Bachelors;2012;Pune;3;557;26;Male;4;0
Bachelors;2017;Bangalore;3;564;28;Female;2;1
Bachelors;2013;New Delhi;3;510;30;Female;3;1
Masters;2017;Pune;2;635;26;Female;4;1
Bachelors;2013;Bangalore;3;541;26;Female;4;0
Masters;2017;New Delhi;2;679;28;Female;2;0
Bachelors;2017;New Delhi;2;684;27;Male;5;0
PHD;2018;Bangalore;3;476;27;Male;5;1
Bachelors;2013;Bangalore;3;595;30;Female;1;0
Masters;2013;New Delhi;3;551;30;Male;0;1
Masters;2018;New Delhi;3;340;26;Female;4;1
Masters;2015;New Delhi;3;302;30;Male;2;0
Bachelors;2012;Bangalore;3;517;29;Male;4;0
Bachelors;2018;Bangalore;3;324;27;Male;5;1
Masters;2017;Pune;2;527;28;Male;5;0
Bachelors;2016;Pune;2;697;29;Male;3;1
Bachelors;2015;Pune;2;573;27;Female;5;1
Bachelors;2014;Bangalore;3;334;29;Male;4;0
Bachelors;2014;Bangalore;3;548;27;Male;5;0
Bachelors;2018;Pune;3;455;28;Male;5;1
Bachelors;2012;Bangalore;3;539;28;Female;0;0
Masters;2017;Pune;2;640;28;Male;2;0
Masters;2015;Pune;2;673;27;Female;5;0
Bachelors;2013;Bangalore;3;433;26;Female;4;0
Bachelors;2014;Pune;3;348;29;Female;4;1
Masters;2016;New Delhi;3;565;30;Male;3;0
Bachelors;2014;Pune;1;828;26;Female;4;1
Bachelors;2012;Pune;2;547;27;Female;5;1
Bachelors;2017;Pune;3;429;30;Male;0;0
Bachelors;2013;Pune;3;352;27;Male;5;0
Bachelors;2017;New Delhi;2;718;30;Male;4;0
Bachelors;2017;New Delhi;2;654;28;Female;4;0
PHD;2016;Bangalore;3;354;30;Female;5;0
Bachelors;2018;Bangalore;3;310;28;Male;1;1
Bachelors;2017;Pune;2;692;29;Male;3;0
Bachelors;2017;New Delhi;2;715;30;Male;1;1
Bachelors;2015;Bangalore;3;501;27;Male;5;0
Bachelors;2013;Pune;3;588;30;Male;0;0
Bachelors;2018;Bangalore;3;309;26;Male;4;1
Bachelors;2015;New Delhi;3;423;28;Female;3;0
